S._No.,State,District,Block,Latitude,Longitude,Year,pH,EC_in_μS/cm,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,EC_TDS_ratio,Hardness_Class,pH_safe,NO3_safe,F_safe
10456,Uttarakhand,Haridwar,Bhagwanpur,30.0936,77.8975,2019,7.62,404.0,0.0,201.0,7.0,7.0,26.0,0.0,189.0,68.0,5.0,6.0,1.0,0.16,242.4,18.0,1.6598192276088743,2,1,1,1
10457,Uttarakhand,Haridwar,Bhagwanpur,30.1525,78.4694,2019,7.76,531.0,0.0,271.0,14.0,6.0,21.0,0.0,245.0,86.0,7.0,9.0,1.5,0.06,318.6,18.0,1.6614518147684605,2,1,1,1
10458,Uttarakhand,Haridwar,Bhagwanpur,30.0833,77.9022,2019,7.87,396.0,0.0,204.0,14.0,10.0,0.0,0.0,169.0,48.0,12.0,12.0,2.5,0.0,237.6,18.0,1.6596814752724225,2,1,1,1
10459,Uttarakhand,Haridwar,Bhagwanpur,29.9872,77.8103,2019,8.05,481.0,0.0,264.0,14.0,5.0,2.0,0.0,168.0,56.0,7.0,33.0,1.7,0.07,288.6,18.0,1.6609116022099446,2,1,1,1
10460,Uttarakhand,Haridwar,Bhagwanpur,29.9072,77.7581,2019,8.39,379.0,0.0,122.0,14.0,6.0,0.0,0.0,143.0,43.0,9.0,20.0,2.4,0.44,227.4,18.0,1.659369527145359,1,1,1,1
10461,Uttarakhand,Haridwar,Bhagwanpur,29.8744,77.8,2019,7.75,621.0,0.0,305.0,21.0,21.0,11.0,0.0,172.0,52.0,10.0,60.0,7.4,0.42,372.6,18.0,1.6622055674518201,2,1,1,1
10462,Uttarakhand,Haridwar,Bahadrabad,29.9175,78.0439,2019,8.06,291.0,0.0,138.0,7.0,21.0,0.0,0.0,135.0,42.0,7.0,5.0,0.6,0.28,174.6,18.0,1.6571753986332574,1,1,1,1
10463,Uttarakhand,Haridwar,Bahadrabad,29.845,78.1144,2019,7.68,714.0,0.0,259.0,35.0,48.0,57.0,0.0,285.0,76.0,23.0,30.0,5.4,0.08,428.4,18.0,1.6627852817885422,2,1,0,1
10464,Uttarakhand,Haridwar,Bahadrabad,29.8072,78.1389,2019,7.86,751.0,0.0,281.0,35.0,47.0,58.0,0.0,275.0,72.0,23.0,25.0,21.15,0.11,450.6,18.0,1.6629760850310007,2,1,0,1
10465,Uttarakhand,Haridwar,Bahadrabad,29.8503,78.3144,2019,7.8,619.0,0.0,249.0,21.0,50.0,30.0,0.0,256.0,86.0,10.0,23.0,2.0,0.0,371.4,18.0,1.6621911922663803,2,1,1,1
10466,Uttarakhand,Haridwar,Bahadrabad,29.7775,78.1689,2019,8.15,958.0,0.0,366.0,57.0,77.0,24.0,0.0,290.0,91.0,15.0,46.0,21.15,0.04,574.8,18.0,1.663772143105245,2,1,1,1
10467,Uttarakhand,Haridwar,Bahadrabad,29.76,78.1058,2019,8.05,525.0,0.0,248.0,14.0,32.0,8.0,0.0,235.0,81.0,8.0,12.0,2.2,0.0,315.0,18.0,1.6613924050632911,2,1,1,1
10468,Uttarakhand,Haridwar,Bahadrabad,30.4861,78.23,2019,8.16,390.0,0.0,171.0,14.0,29.0,6.0,0.0,153.0,38.0,14.0,17.0,4.5,0.0,234.0,18.0,1.6595744680851063,2,1,1,1
10469,Uttarakhand,Haridwar,Bahadrabad,30.3419,78.3544,2019,7.86,455.0,0.0,216.0,14.0,30.0,0.0,0.0,175.0,67.0,2.0,23.0,2.1,0.01,273.0,18.0,1.6605839416058394,2,1,1,1
10470,Uttarakhand,Haridwar,Bahadrabad,30.4497,78.3022,2019,7.64,535.0,0.0,246.0,14.0,34.0,13.0,0.0,240.0,76.0,12.0,11.0,3.1,0.0,321.0,18.0,1.6614906832298137,2,1,1,1
10471,Uttarakhand,Haridwar,Roorkee,29.7619,77.9242,2019,8.23,382.0,0.0,187.0,7.0,12.0,20.0,0.0,147.0,38.0,12.0,18.0,4.2,0.04,229.2,18.0,1.6594265855777586,1,1,1,1
10472,Uttarakhand,Haridwar,Roorkee,29.6828,77.8119,2019,7.99,1231.0,0.0,481.0,78.0,74.0,42.0,0.0,302.0,91.0,18.0,85.0,21.15,0.13,738.6,18.0,1.6644131963223363,3,1,1,1
10473,Uttarakhand,Haridwar,Narsan,29.8075,77.7758,2019,8.15,516.0,0.0,275.0,14.0,8.0,4.0,0.0,190.0,48.0,17.0,28.0,5.4,0.51,309.6,18.0,1.6613007083065034,2,1,1,1
10474,Uttarakhand,Haridwar,Narsan,29.8083,77.93,2019,7.75,547.0,0.0,275.0,14.0,12.0,22.0,0.0,212.0,57.0,17.0,27.0,3.1,0.12,328.2,18.0,1.6616038882138517,2,1,1,1
10475,Uttarakhand,Haridwar,Narsan,29.7289,77.7972,2019,7.74,562.0,0.0,264.0,14.0,28.0,20.0,0.0,257.0,72.0,19.0,9.0,3.6,0.04,337.2,18.0,1.66173861620343,2,1,1,1
10476,Uttarakhand,Haridwar,Laksar,30.2586,78.0367,2019,7.65,830.0,0.0,397.0,35.0,37.0,2.0,0.0,267.0,72.0,21.0,66.0,6.7,0.01,498.0,18.0,1.6633266533066133,2,1,1,1
10477,Uttarakhand,Haridwar,Khanpur,29.7097,77.9639,2019,7.76,661.0,0.0,376.0,14.0,3.0,0.0,0.0,135.0,48.0,4.0,87.0,5.0,0.08,396.6,18.0,1.6624748490945673,1,1,1,1
10478,Uttarakhand,Haridwar,Khanpur,29.5667,78.025,2019,8.56,528.0,0.0,188.0,43.0,16.0,1.0,0.0,60.0,14.0,6.0,88.0,10.0,0.17,316.8,18.0,1.6614222781623662,0,0,1,1
10479,Uttarakhand,Haridwar,Khanpur,29.5967,78.0097,2019,8.18,507.0,0.0,274.0,14.0,8.0,0.0,0.0,58.0,16.0,4.0,87.0,5.5,0.37,304.2,18.0,1.661205766710354,0,1,1,1
10480,Uttarakhand,Haridwar,Khanpur,29.8975,78.0692,2019,7.66,605.0,0.0,232.0,14.0,62.0,35.0,0.0,212.0,84.0,1.0,38.0,6.4,0.07,363.0,18.0,1.6620879120879122,2,1,1,1
10481,Uttarakhand,Pauri Garhwal,Dugadda,29.7311,78.5004,2019,7.63,600.0,0.0,244.0,28.0,26.0,41.0,0.0,262.0,93.0,7.0,17.0,1.5,0.0,360.0,18.0,1.6620498614958448,2,1,1,1
10482,Uttarakhand,Pauri Garhwal,Dugadda,29.7788,78.4433,2019,7.91,360.0,0.0,193.0,14.0,2.0,0.0,0.0,155.0,52.0,6.0,11.0,1.8,0.0,216.0,18.0,1.6589861751152073,2,1,1,1
10483,Uttarakhand,Pauri Garhwal,Dugadda,30.5739,78.3286,2019,8.26,412.0,0.0,142.0,28.0,23.0,32.0,0.0,70.0,18.0,6.0,61.0,3.5,0.17,247.2,18.0,1.6599516518936341,0,1,1,1
10484,Uttarakhand,Uttarkashi,Dunda,30.6844,78.3494,2019,7.6,277.0,0.0,133.0,14.0,9.0,0.0,0.0,110.0,28.0,9.0,13.0,0.8,0.14,166.2,18.0,1.6566985645933014,1,1,1,1
10485,Uttarakhand,Uttarkashi,Dunda,30.7322,78.4211,2019,7.49,311.0,0.0,107.0,28.0,16.0,14.0,0.0,106.0,28.0,8.0,19.0,6.6,0.0,186.6,18.0,1.6577825159914712,1,1,1,1
10486,Uttarakhand,Uttarkashi,Dunda,30.6003,78.3147,2019,8.09,329.0,0.0,165.0,14.0,9.0,0.0,0.0,130.0,48.0,3.0,11.0,8.9,0.0,197.4,18.0,1.658266129032258,1,1,1,1
10487,Uttarakhand,Uttarkashi,Naugaon,30.8092,78.2111,2019,8.02,307.0,0.0,159.0,14.0,3.0,0.0,0.0,123.0,43.0,4.0,14.0,0.3,0.1,184.2,18.0,1.6576673866090714,1,1,1,1
10488,Uttarakhand,Uttarkashi,Naugaon,30.8044,78.1878,2019,7.52,227.0,0.0,123.0,7.0,3.0,0.0,0.0,27.0,8.0,2.0,40.0,0.0,0.0,136.2,18.0,1.654518950437318,0,1,1,1
10489,Uttarakhand,Uttarkashi,Naugaon,30.7528,78.4733,2019,7.4,89.0,0.0,38.0,4.0,8.0,0.0,0.0,40.0,10.0,4.0,0.0,3.3,0.0,53.4,18.0,1.6360294117647058,0,1,1,1
10490,Uttarakhand,Uttarkashi,Bhatwari,30.7397,78.5247,2019,8.15,226.0,0.0,82.0,7.0,35.0,0.0,0.0,23.0,6.0,2.0,40.0,3.0,0.35,135.6,18.0,1.6544655929721817,0,1,1,1
10491,Uttarakhand,Uttarkashi,Bhatwari,30.7589,78.2778,2019,7.83,152.0,0.0,73.0,7.0,7.0,0.0,0.0,55.0,20.0,1.0,9.0,0.0,0.0,91.2,18.0,1.648590021691974,0,1,1,1
10492,Uttarakhand,Uttarkashi,Bhatwari,30.7439,78.3592,2019,7.89,166.0,0.0,73.0,7.0,10.0,5.0,0.0,60.0,24.0,0.0,10.0,1.0,0.0,99.6,18.0,1.650099403578529,0,1,1,1
10493,Uttarakhand,Uttarkashi,Bhatwari,30.8211,78.6264,2019,8.02,201.0,0.0,72.0,7.0,29.0,0.0,0.0,50.0,14.0,4.0,20.0,7.0,1.44,120.6,18.0,1.6529605263157896,0,1,1,1
10494,Uttarakhand,Uttarkashi,Bhatwari,30.9031,78.68,2019,8.05,1100.0,0.0,488.0,71.0,36.0,2.0,0.0,71.0,19.0,6.0,210.0,20.0,1.625,660.0,18.0,1.6641452344931922,0,1,1,0
10495,Uttarakhand,Uttarkashi,Bhatwari,30.9031,78.68,2019,8.05,901.0,0.0,384.0,64.0,32.0,6.0,0.0,75.0,24.0,4.0,165.0,15.0,1.625,540.6,18.0,1.6635893648449038,0,1,1,0
10496,Uttarakhand,Nainital,Haldwani,29.1,79.6925,2019,7.93,515.0,0.0,268.0,14.0,10.0,11.0,0.0,183.0,42.0,19.0,34.0,1.4,0.08,309.0,18.0,1.6612903225806452,2,1,1,1
10497,Uttarakhand,Nainital,Haldwani,29.0744,79.5222,2019,7.88,443.0,0.0,220.0,14.0,17.0,5.0,0.0,155.0,42.0,12.0,29.0,2.7,0.14,265.8,18.0,1.6604197901049476,2,1,1,1
10498,Uttarakhand,Nainital,Haldwani,29.3025,79.3281,2019,7.86,578.0,0.0,250.0,7.0,68.0,7.0,0.0,156.0,62.0,0.0,61.0,1.2,0.05,346.8,18.0,1.661874640598045,2,1,1,1
10499,Uttarakhand,Nainital,Haldwani,29.2667,79.5447,2019,7.57,528.0,0.0,244.0,21.0,21.0,16.0,0.0,215.0,62.0,14.0,20.0,4.1,0.09,316.8,18.0,1.6614222781623662,2,1,1,1
10500,Uttarakhand,Nainital,Ramnagar,29.3114,79.21,2019,8.39,343.0,0.0,98.0,14.0,69.0,0.0,0.0,50.0,16.0,2.0,56.0,1.3,0.08,205.8,18.0,1.6586073500967118,0,1,1,1
10501,Uttarakhand,Nainital,Ramnagar,29.3364,79.0633,2019,7.9,412.0,0.0,195.0,14.0,16.0,13.0,0.0,138.0,52.0,2.0,30.0,2.1,0.0,247.2,18.0,1.6599516518936341,1,1,1,1
10502,Uttarakhand,Nainital,Ramnagar,29.3197,78.9628,2019,8.04,443.0,0.0,237.0,14.0,7.0,0.0,0.0,171.0,51.0,11.0,23.0,0.8,0.21,265.8,18.0,1.6604197901049476,2,1,1,1
10503,Uttarakhand,Nainital,Ramnagar,29.4181,79.0,2019,7.9,364.0,0.0,172.0,14.0,18.0,3.0,0.0,127.0,51.0,0.0,24.0,2.6,0.03,218.4,18.0,1.6590701914311758,1,1,1,1
10504,Uttarakhand,Nainital,Ramnagar,29.3947,79.1272,2019,7.83,516.0,0.0,277.0,14.0,5.0,8.0,0.0,186.0,48.0,16.0,31.0,3.2,0.0,309.6,18.0,1.6613007083065034,2,1,1,1
10505,Uttarakhand,Nainital,Ramnagar,29.3861,79.2869,2019,8.11,368.0,0.0,116.0,14.0,66.0,0.0,0.0,63.0,18.0,4.0,56.0,1.1,0.08,220.8,18.0,1.6591523895401261,0,1,1,1
10506,Uttarakhand,Nainital,Bhimtal,29.2925,79.5511,2019,8.0,315.0,0.0,169.0,7.0,9.0,0.0,0.0,102.0,38.0,2.0,25.0,1.4,0.05,189.0,18.0,1.6578947368421053,1,1,1,1
10507,Uttarakhand,Nainital,Bhimtal,29.3083,79.5533,2019,7.84,213.0,0.0,105.0,7.0,7.0,3.0,0.0,73.0,25.0,2.0,15.0,1.0,0.02,127.8,18.0,1.653726708074534,0,1,1,1
10508,Uttarakhand,Nainital,Bhimtal,29.3286,79.5056,2019,7.39,398.0,0.0,224.0,7.0,5.0,0.0,0.0,170.0,57.0,6.0,13.0,1.4,0.0,238.8,18.0,1.659716430358632,2,1,1,1
10509,Uttarakhand,Nainital,Bhimtal,29.3714,79.4633,2019,8.2,630.0,0.0,195.0,21.0,118.0,8.0,0.0,288.0,48.0,41.0,12.0,2.7,0.05,378.0,18.0,1.6622691292875988,2,1,1,1
10510,Uttarakhand,Nainital,Bhimtal,29.4806,79.4819,2019,8.39,281.0,0.0,93.0,14.0,12.0,0.0,0.0,109.0,20.0,14.0,14.0,1.1,0.19,168.6,18.0,1.6568396226415094,1,1,1,1
10511,Uttarakhand,Nainital,Bhimtal,29.3417,79.4869,2019,8.26,439.0,0.0,188.0,14.0,39.0,6.0,0.0,214.0,33.0,31.0,2.0,0.8,0.01,263.4,18.0,1.6603630862329806,2,1,1,1
10512,Uttarakhand,Nainital,Bhimtal,29.3708,79.4603,2019,8.1,642.0,0.0,195.0,21.0,118.0,10.0,0.0,291.0,52.0,39.0,12.0,3.0,0.01,385.2,18.0,1.6623511134127396,2,1,1,1
10513,Uttarakhand,Almora,Tarikhet,29.5708,79.4797,2019,8.03,403.0,0.0,159.0,28.0,16.0,19.0,0.0,179.0,62.0,6.0,10.0,1.1,0.0,241.8,18.0,1.6598023064250411,2,1,1,1
10514,Uttarakhand,Almora,Tarikhet,29.5294,79.4836,2019,7.92,292.0,0.0,136.0,14.0,11.0,4.0,0.0,89.0,24.0,7.0,25.0,1.7,0.0,175.2,18.0,1.6572077185017027,1,1,1,1
10515,Uttarakhand,Almora,Hawalbagh,29.6392,79.6147,2019,7.28,255.0,0.0,75.0,21.0,18.0,21.0,0.0,89.0,28.0,4.0,15.0,4.6,0.14,153.0,18.0,1.655844155844156,1,1,1,1
10516,Uttarakhand,Almora,Hawalbagh,29.5708,79.6764,2019,7.24,569.0,0.0,116.0,64.0,37.0,70.0,0.0,120.0,46.0,1.0,66.0,11.0,0.09,341.4,18.0,1.6617990654205608,1,1,0,1
10517,Uttarakhand,Almora,Hawalbagh,29.5708,79.6764,2019,7.27,164.0,0.0,63.0,14.0,4.0,7.0,0.0,60.0,24.0,0.0,9.0,1.7,0.16,98.4,18.0,1.6498993963782695,0,1,1,1
10518,Uttarakhand,Almora,Hawalbagh,29.6319,79.6008,2019,7.15,140.0,0.0,56.0,7.0,10.0,5.0,0.0,49.0,16.0,2.0,9.0,1.9,0.05,84.0,18.0,1.6470588235294117,0,1,1,1
10519,Uttarakhand,Almora,Hawalbagh,29.6619,79.6083,2019,7.18,144.0,0.0,71.0,7.0,1.0,4.0,0.0,54.0,19.0,2.0,8.0,1.0,0.07,86.4,18.0,1.6475972540045765,0,1,1,1
10520,Uttarakhand,Almora,Takula,29.8056,79.6164,2019,7.36,165.0,0.0,88.0,7.0,0.0,0.0,0.0,75.0,19.0,7.0,3.0,0.5,0.1,99.0,18.0,1.65,0,1,1,1
10521,Uttarakhand,Almora,Chaukhutiya,29.9086,79.3544,2019,7.56,498.0,0.0,198.0,28.0,29.0,21.0,0.0,135.0,50.0,2.0,48.0,7.6,0.17,298.8,18.0,1.6611074049366243,1,1,1,1
10522,Uttarakhand,Almora,Chaukhutiya,29.8428,79.2972,2019,7.58,234.0,0.0,87.0,21.0,4.0,15.0,0.0,70.0,24.0,3.0,21.0,1.6,0.22,140.4,18.0,1.6548797736916547,0,1,1,1
10523,Uttarakhand,Almora,Chaukhutiya,29.7358,79.2519,2019,7.7,484.0,0.0,183.0,32.0,30.0,21.0,0.0,130.0,41.0,6.0,47.0,7.7,0.18,290.4,18.0,1.6609471516815375,1,1,1,1
10524,Uttarakhand,Almora,Someshwar,29.7803,79.6072,2019,7.74,152.0,0.0,61.0,14.0,0.0,8.0,0.0,73.0,24.0,3.0,1.0,0.2,0.04,91.2,18.0,1.648590021691974,0,1,1,1
10525,Uttarakhand,Almora,Someshwar,29.7858,79.5256,2019,7.48,139.0,0.0,73.0,7.0,0.0,2.0,0.0,55.0,19.0,2.0,6.0,1.0,0.09,83.4,18.0,1.6469194312796207,0,1,1,1
10526,Uttarakhand,Almora,Someshwar,29.7994,79.6814,2019,7.56,560.0,0.0,259.0,21.0,12.0,32.0,0.0,240.0,62.0,20.0,10.0,15.0,0.2,336.0,18.0,1.6617210682492582,2,1,1,1
10527,Uttarakhand,Udham Singh Nagar,Khatima,28.8311,79.8975,2019,7.73,461.0,0.0,257.0,14.0,0.0,0.0,0.0,137.0,43.0,7.0,41.0,2.7,0.16,276.6,18.0,1.6606628242074926,1,1,1,1
10528,Uttarakhand,Udham Singh Nagar,Khatima,28.94,79.8783,2019,7.83,494.0,0.0,281.0,7.0,5.0,1.0,0.0,155.0,52.0,6.0,41.0,1.7,0.25,296.4,18.0,1.6610625420309348,2,1,1,1
10529,Uttarakhand,Udham Singh Nagar,Khatima,28.9714,80.0242,2019,7.64,536.0,0.0,273.0,21.0,8.0,7.0,0.0,241.0,67.0,18.0,12.0,1.0,0.07,321.6,18.0,1.661500309981401,2,1,1,1
10530,Uttarakhand,Udham Singh Nagar,Sitarganj,28.9222,79.7042,2019,7.76,393.0,0.0,232.0,7.0,6.0,2.0,0.0,177.0,58.0,8.0,8.0,1.2,0.12,235.8,18.0,1.6596283783783783,2,1,1,1
10531,Uttarakhand,Udham Singh Nagar,Sitarganj,28.9475,79.8131,2019,7.8,530.0,0.0,277.0,7.0,23.0,7.0,0.0,197.0,62.0,10.0,28.0,6.8,0.63,318.0,18.0,1.6614420062695925,2,1,1,1
10532,Uttarakhand,Udham Singh Nagar,Sitarganj,28.9886,79.6981,2019,7.85,391.0,0.0,206.0,14.0,6.0,2.0,0.0,177.0,54.0,10.0,9.0,1.3,0.11,234.6,18.0,1.6595925297113752,2,1,1,1
10533,Uttarakhand,Udham Singh Nagar,Sitarganj,29.0161,79.7908,2019,7.71,411.0,0.0,216.0,14.0,7.0,1.0,0.0,174.0,56.0,8.0,14.0,1.0,0.24,246.6,18.0,1.6599353796445881,2,1,1,1
10534,Uttarakhand,Udham Singh Nagar,Sitarganj,28.9369,79.7667,2019,7.74,531.0,0.0,256.0,7.0,29.0,21.0,0.0,155.0,57.0,3.0,47.0,6.9,0.09,318.6,18.0,1.6614518147684605,2,1,1,1
10535,Uttarakhand,Udham Singh Nagar,Rudrapur,28.9144,79.4492,2019,8.0,191.0,0.0,81.0,21.0,1.0,0.0,0.0,90.0,29.0,4.0,3.0,0.7,0.08,114.6,18.0,1.652249134948097,1,1,1,1
10536,Uttarakhand,Udham Singh Nagar,Rudrapur,28.9836,79.4528,2019,7.82,483.0,0.0,244.0,14.0,21.0,1.0,0.0,227.0,48.0,26.0,6.0,1.8,0.11,289.8,18.0,1.6609353507565336,2,1,1,1
10537,Uttarakhand,Udham Singh Nagar,Rudrapur,29.0306,79.4081,2019,7.92,440.0,0.0,193.0,28.0,18.0,4.0,0.0,200.0,62.0,11.0,8.0,2.5,0.14,264.0,18.0,1.6603773584905661,2,1,1,1
10538,Uttarakhand,Udham Singh Nagar,Rudrapur,28.9969,79.4022,2019,8.02,356.0,0.0,157.0,21.0,15.0,5.0,0.0,157.0,48.0,9.0,9.0,1.9,0.12,213.6,18.0,1.6589002795899348,2,1,1,1
10539,Uttarakhand,Udham Singh Nagar,Gadarpur,29.0586,79.2256,2019,7.9,570.0,0.0,282.0,7.0,42.0,0.0,0.0,243.0,43.0,33.0,18.0,1.9,0.21,342.0,18.0,1.661807580174927,2,1,1,1
10540,Uttarakhand,Udham Singh Nagar,Gadarpur,29.0925,79.2931,2019,7.91,560.0,0.0,264.0,14.0,42.0,0.0,0.0,243.0,33.0,38.0,16.0,1.7,0.21,336.0,18.0,1.6617210682492582,2,1,1,1
10541,Uttarakhand,Udham Singh Nagar,Gadarpur,29.1267,79.2372,2019,8.02,503.0,0.0,228.0,14.0,41.0,2.0,0.0,229.0,29.0,38.0,10.0,1.6,0.2,301.8,18.0,1.6611624834874503,2,1,1,1
10542,Uttarakhand,Udham Singh Nagar,Gadarpur,28.9886,79.3464,2019,7.98,375.0,0.0,179.0,14.0,15.0,5.0,0.0,165.0,33.0,20.0,9.0,2.1,0.3,225.0,18.0,1.6592920353982301,2,1,1,1
10543,Uttarakhand,Udham Singh Nagar,Bazpur,29.2117,79.2314,2019,7.81,666.0,0.0,343.0,7.0,36.0,6.0,0.0,313.0,33.0,55.0,9.0,1.2,0.12,399.6,18.0,1.6625062406390414,3,1,1,1
10544,Uttarakhand,Udham Singh Nagar,Bazpur,29.2286,79.105,2019,7.76,612.0,0.0,317.0,7.0,31.0,5.0,0.0,281.0,38.0,45.0,11.0,1.5,0.22,367.2,18.0,1.6621401412275938,2,1,1,1
10545,Uttarakhand,Udham Singh Nagar,Bazpur,29.2633,79.1647,2019,8.16,675.0,0.0,342.0,14.0,32.0,5.0,0.0,311.0,38.0,52.0,11.0,1.5,0.18,405.0,18.0,1.6625615763546797,3,1,1,1
10546,Uttarakhand,Udham Singh Nagar,Kashipur,29.1592,79.0583,2019,8.07,461.0,0.0,201.0,21.0,32.0,3.0,0.0,210.0,53.0,19.0,9.0,1.1,0.16,276.6,18.0,1.6606628242074926,2,1,1,1
10547,Uttarakhand,Udham Singh Nagar,Kashipur,29.2708,79.0158,2019,8.01,523.0,0.0,293.0,7.0,10.0,1.0,0.0,128.0,41.0,6.0,61.0,0.9,0.18,313.8,18.0,1.6613722998729352,1,1,1,1
10548,Uttarakhand,Udham Singh Nagar,Kashipur,29.2975,78.9567,2019,8.16,485.0,0.0,281.0,7.0,3.0,0.0,0.0,190.0,24.0,31.0,23.0,1.5,0.31,291.0,18.0,1.6609589041095891,2,1,1,1
10549,Uttarakhand,Udham Singh Nagar,Jaspur,29.3267,78.7706,2019,8.03,510.0,0.0,272.0,21.0,1.0,0.0,0.0,145.0,38.0,12.0,50.0,1.0,0.54,306.0,18.0,1.6612377850162867,1,1,1,1
10550,Uttarakhand,Champawat,Champawat,28.9961,80.0722,2019,7.83,517.0,0.0,250.0,28.0,8.0,7.0,0.0,230.0,43.0,30.0,12.0,1.0,0.07,310.2,18.0,1.661311053984576,2,1,1,1
10551,Uttarakhand,Champawat,Champawat,29.1331,80.0861,2019,7.86,463.0,0.0,229.0,21.0,8.0,7.0,0.0,205.0,43.0,24.0,12.0,1.0,0.06,277.8,18.0,1.6606886657101865,2,1,1,1
10552,Assam,Baksa,Baksa,26.7042,90.50905,2019,8.02,237.9,0.0,170.94,17.73,21.65,0.0,0.0,145.0,32.03,15.76,6.38,6.39,0.23,142.74,18.0,1.6550716571587587,1,1,1,1
10553,Assam,Baksa,Baksa,26.68,90.50905,2019,7.39,165.1,0.0,97.68,21.27,19.39,0.0,0.0,75.0,22.02,4.84,11.97,4.72,0.13,99.06,18.0,1.6500099940035977,0,1,1,1
10554,Assam,Baksa,Baksa,26.6567,90.50905,2019,6.92,144.9,0.0,73.26,35.45,12.24,0.0,0.0,60.0,14.01,6.06,19.89,3.07,0.16,86.94,18.0,1.647714350693655,0,1,1,1
10555,Assam,Baksa,Goreswar,26.5733,90.50905,2019,8.18,247.7,0.0,207.57,14.18,10.61,0.0,0.0,150.0,26.02,20.62,14.37,2.06,0.44,148.62,18.0,1.6555273359176579,1,1,1,1
10556,Assam,Baksa,Baksa,26.7128,90.50905,2019,7.54,176.9,0.0,128.2,21.27,12.04,0.0,0.0,115.0,26.02,12.12,6.86,2.48,0.13,106.14,18.0,1.6511106962852342,1,1,1,1
10557,Assam,Baksa,Baksa,26.6719,90.50905,2019,7.08,124.4,0.0,79.36,21.27,9.16,0.0,0.0,60.0,14.01,6.06,11.79,3.93,0.14,74.64,18.0,1.644632469592808,0,1,1,1
10558,Assam,Baksa,Jalah,26.6581,90.50905,2019,7.29,289.1,0.0,134.31,49.63,29.8,0.0,0.0,95.0,22.02,9.7,41.51,15.19,0.17,173.46,18.0,1.657113378424854,1,1,1,1
10559,Assam,Baksa,Goreswar,26.7342,90.50905,2019,8.18,364.3,0.0,293.03,14.18,26.54,0.0,0.0,250.0,36.03,38.82,4.23,2.17,0.24,218.58,18.0,1.6590764186173603,2,1,1,1
10560,Assam,Baksa,Baksa,26.6722,90.50905,2019,7.26,127.1,0.0,91.57,17.73,10.7,0.0,0.0,60.0,18.01,3.63,9.49,7.27,0.14,76.26,18.0,1.64509448615066,0,1,1,1
10561,Assam,Baksa,,26.5886,90.50905,2019,7.35,118.1,0.0,85.47,10.64,7.81,0.0,0.0,65.0,14.01,7.27,3.97,3.49,0.15,70.86,18.0,1.6434734205399386,0,1,1,1
10562,Assam,Baksa,Jalah,26.7367,90.50905,2019,7.24,243.4,0.0,146.52,28.36,14.49,0.0,0.0,90.0,24.02,7.27,16.04,21.15,0.21,146.04,18.0,1.6553318824809578,1,1,1,1
10563,Assam,Baksa,Jalah,26.6497,90.50905,2019,6.93,104.0,0.0,73.26,14.18,2.92,0.0,0.0,65.0,20.02,3.63,1.99,2.1,0.25,62.4,18.0,1.640378548895899,0,1,1,1
10564,Assam,Baksa,,26.6358,90.50905,2019,8.41,322.3,0.0,183.18,17.73,8.16,0.0,0.0,110.0,20.02,14.55,33.95,4.48,0.38,193.38,18.0,1.6580923963370717,1,1,1,1
10565,Assam,Baksa,Baksa,26.6203,90.50905,2019,7.55,160.2,0.0,109.89,14.18,11.72,0.0,0.0,90.0,26.02,6.06,7.59,5.37,0.2,96.12,18.0,1.6495057660626027,1,1,1,1
10566,Assam,Baksa,Goreswar,26.6958,90.50905,2019,8.17,390.8,0.0,341.87,21.27,18.61,0.0,0.0,255.0,32.03,42.46,4.09,1.66,0.33,234.48,18.0,1.659588924749448,2,1,1,1
10567,Assam,Baksa,Baksa,26.7364,90.50905,2019,7.45,166.2,0.0,109.89,7.09,13.27,7.84,0.0,95.0,20.02,10.91,7.11,2.69,0.15,99.72,18.0,1.6501191421763304,1,1,1,1
10568,Assam,Baksa,Borpetaroad,26.6497,90.50905,2019,7.62,322.8,0.0,213.67,31.91,19.6,0.0,0.0,175.0,30.02,24.26,15.85,8.19,0.1,193.68,18.0,1.658105609204849,2,1,1,1
10569,Assam,Biswanath,,26.66,90.50905,2019,8.12,231.9,0.0,85.47,42.54,42.24,0.7,0.0,95.0,28.02,6.05,20.18,3.63,0.15,139.14,18.0,1.6547737976309407,1,1,1,1
10570,Assam,Biswanath,,26.83,90.50905,2019,8.29,484.1,0.0,170.96,77.99,11.11,3.46,0.0,135.0,40.03,8.48,44.43,16.06,0.84,290.46,18.0,1.6609483291017637,1,1,1,1
10571,Assam,Biswanath,,26.9,90.50905,2019,7.9,145.8,0.0,67.15,10.63,18.68,2.8,0.0,60.0,12.01,7.28,5.25,3.01,0.17,87.48,18.0,1.6478300180831826,0,1,1,1
10572,Assam,Biswanath,,26.87,90.50905,2019,7.41,400.5,0.0,140.41,77.99,25.66,3.45,0.0,90.0,20.02,9.7,46.15,14.72,0.25,240.3,18.0,1.6597596353087443,1,1,1,1
10573,Assam,Biswanath,,26.79,90.50905,2019,8.49,599.5,0.0,177.06,120.53,40.4,2.18,0.0,160.0,32.03,19.4,67.98,19.91,0.96,359.7,18.0,1.662046021624619,2,1,1,1
